gloss,split,video_id
331,thanksgiving,val,57639
332,thanksgiving,test,57640
333,thanksgiving,train,57641
334,what,val,69531
335,what,test,62967
336,what,train,62968
337,what,train,62970
338,what,train,66769
339,what,test,62987
340,what,train,62964
341,what,val,62988
342,what,test,62975
343,what,val,62965
344,what,train,62979
345,what,train,62966
346,woman,train,63679
347,woman,train,63665
348,woman,train,63666
349,woman,train,63667
350,woman,train,63668
351,woman,val,63669
352,woman,train,63672
353,woman,train,63673
354,woman,train,66798
355,woman,train,66799
356,woman,test,63664
357,bed,train,05644
358,bed,train,05629
359,bed,train,05630
360,bed,train,05631
361,bed,train,05632
362,bed,train,05633
363,bed,train,05634
364,bed,train,05636
365,bed,train,65162
366,bed,train,05637
367,bed,val,65163
368,bed,train,65161
369,bed,train,05638
370,blue,val,69238
371,blue,train,06835
372,blue,train,06839
373,blue,train,65216
374,blue,train,06832
375,blue,test,06845
376,blue,train,06833
377,blue,train,06834
378,bowling,train,07389
379,bowling,train,07390
380,bowling,train,07391
381,bowling,train,07392
382,bowling,train,07393
383,bowling,train,07394
384,bowling,train,07397
385,bowling,train,65242
386,bowling,train,65241
387,bowling,val,07388
388,bowling,val,07398
389,bowling,train,07399
390,bowling,test,07400
391,can,test,69257
392,can,val,65294
393,can,train,08955
394,can,train,08935
395,can,train,08936
396,can,train,08937
397,can,train,08938
398,can,train,08942
399,can,train,08944
400,dog,train,69298
401,dog,test,17097
402,dog,train,17084
403,dog,train,17085
404,dog,train,17086
405,dog,train,17087
406,dog,train,17090
407,dog,train,17091
408,dog,test,65506
409,dog,train,65507
410,dog,val,17083
411,family,val,69316
412,family,train,20980
413,family,train,20981
414,family,train,20982
415,family,train,20983
416,family,train,20986
417,family,train,20987
418,family,train,65677
419,family,train,20978
420,family,train,20992
421,family,train,20979
422,fish,train,69325
423,fish,train,22130
424,fish,val,22114
425,fish,train,22115
426,fish,train,22116
427,fish,test,22117
428,fish,train,22120
429,fish,train,22121
430,fish,train,65731
431,fish,val,22113
432,graduate,train,25339
433,graduate,train,25322
434,graduate,train,25323
435,graduate,train,25324
436,graduate,train,25325
437,graduate,train,25326
438,graduate,val,65843
439,graduate,train,25329
440,graduate,val,25330
441,graduate,train,25321
442,hat,val,69359
443,hat,train,26713
444,hat,train,26712
445,hat,train,26739
446,hat,train,26741
447,hat,train,26714
448,hat,train,26715
449,hat,train,26717
450,hat,train,26719
451,hearing,test,65884
452,hearing,train,26972
453,hearing,train,26973
454,hearing,train,26974
455,hearing,train,26975
456,hearing,train,26976
457,hearing,train,26971
458,hearing,train,26980
459,kiss,train,31767
460,kiss,test,31750
461,kiss,val,31751
462,kiss,train,31752
463,kiss,train,31753
464,kiss,train,31755
465,kiss,train,31756
466,kiss,train,65996
467,kiss,test,31749
468,language,val,32156
469,language,test,32157
470,language,train,32158
471,language,train,32160
472,language,train,32163
473,language,train,66008
474,language,train,66007
475,language,val,32154
476,language,test,32167
477,language,train,32155
478,later,train,32337
479,later,train,32338
480,later,val,32320
481,later,train,32321
482,later,train,32322
483,later,val,32323
484,later,train,32324
485,later,val,32325
486,later,val,66015
487,later,train,32326
488,later,train,66014
489,later,train,32333
490,man,val,69395
491,man,train,34746
492,man,train,34733
493,man,train,34734
494,man,train,34736
495,man,train,34737
496,man,train,34738
497,man,train,66098
498,man,train,66099
499,man,val,66097
500,man,train,34732
501,man,train,34742
502,shirt,train,51057
503,shirt,val,51081
504,shirt,train,51056
505,shirt,train,51058
506,shirt,train,51059
507,shirt,train,51060
508,shirt,train,51061
509,shirt,train,51063
510,shirt,train,51064
511,shirt,test,51066
512,shirt,val,51067
513,shirt,test,51068
514,study,train,55364
515,study,train,55365
516,study,train,55366
517,study,train,55368
518,study,train,55369
519,study,train,66575
520,study,train,55361
521,study,test,55375
522,study,train,55362
523,study,train,55363
524,tall,train,56852
525,tall,train,56838
526,tall,train,56839
527,tall,val,56840
528,tall,train,56841
529,tall,train,56842
530,tall,test,56843
531,tall,train,56844
532,tall,val,66591
533,tall,train,56846
534,tall,train,66592
535,tall,train,56837
536,tall,train,56848
537,white,val,69533
538,white,train,63204
539,white,train,63205
540,white,train,63207
541,white,train,63208
542,white,train,63200
543,white,train,63214
544,white,test,63201
545,white,train,63202
546,white,train,63203
547,wrong,train,64087
548,wrong,train,64088
549,wrong,train,64090
550,wrong,train,64091
551,wrong,train,64084
552,wrong,test,64097
553,wrong,train,64085
554,wrong,train,64086
555,accident,train,00639
556,accident,train,00624
557,accident,test,00625
558,accident,val,00626
559,accident,val,00627
560,accident,train,00628
561,accident,train,00629
562,accident,train,00631
563,accident,train,00632
564,accident,train,65009
565,accident,train,00623
566,accident,train,00633
567,accident,test,00634
568,apple,val,69213
569,apple,train,03005
570,apple,train,03008
571,apple,train,65085
572,apple,val,65086
573,apple,train,65084
574,apple,val,02999
575,apple,train,03000
576,apple,train,03001
577,apple,train,03002
578,apple,train,03003
579,bird,val,69233
580,bird,train,06333
581,bird,train,06334
582,bird,test,06335
583,bird,train,06337
584,bird,train,65187
585,bird,val,06330
586,bird,train,06343
587,bird,train,06331
588,bird,train,06332
589,change,train,09966
590,change,train,09967
591,change,test,09950
592,change,train,09970
593,change,train,09953
594,change,train,09954
595,change,val,09955
596,change,train,09956
597,change,val,09957
598,change,train,09949
599,change,train,09960
600,change,train,09963
601,color,val,69274
602,color,test,11772
603,color,train,11773
604,color,train,11767
605,color,train,11780
606,color,train,11768
607,color,train,11769
608,color,train,11770
609,corn,train,69282
610,corn,train,13337
611,corn,test,13325
612,corn,train,13326
613,corn,train,13327
614,corn,train,13328
615,corn,train,13329
616,corn,train,65408
617,corn,train,65409
618,corn,train,13323
619,corn,train,13333
620,corn,test,13334
621,cow,train,69283
622,cow,train,13697
623,cow,val,13698
624,cow,train,13699
625,cow,train,13702
626,cow,val,13703
627,cow,train,13695
628,cow,test,13710
629,cow,val,13696
630,dance,train,14627
631,dance,train,65434
632,dance,train,14633
633,dance,train,14622
634,dance,train,14623
635,dance,train,14624
636,dance,train,14625
637,dark,train,69290
638,dark,test,14673
639,dark,train,14674
640,dark,train,14675
641,dark,train,14676
642,dark,train,14680
643,dark,train,65439
644,dark,train,65440
645,dark,train,14671
646,dark,train,14681
647,dark,test,14685
648,dark,val,14672
649,doctor,train,17015
650,doctor,val,17016
651,doctor,train,17017
652,doctor,train,17019
653,doctor,test,17020
654,doctor,train,65503
655,doctor,train,65504
656,doctor,train,17013
657,doctor,train,17026
658,doctor,train,17014
659,eat,val,69307
660,eat,train,18329
661,eat,train,65601
662,eat,val,18323
663,eat,train,18335
664,eat,train,18324
665,eat,train,18325
666,enjoy,train,19261
667,enjoy,train,19264
668,enjoy,train,65635
669,enjoy,val,19257
670,enjoy,train,19269
671,enjoy,train,19258
672,enjoy,train,19259
673,enjoy,train,19260
674,forget,test,65761
675,forget,test,22954
676,forget,train,22955
677,forget,train,22960
678,forget,train,22967
679,forget,train,22952
680,forget,train,22953
681,give,train,69343
682,give,train,24660
683,give,train,24638
684,give,val,24639
685,give,train,24640
686,give,val,24641
687,give,test,24636
688,give,train,24648
689,give,test,24649
690,give,train,24651
691,last,train,66010
692,last,val,32263
693,last,train,32248
694,last,train,32249
695,last,train,32250
696,last,test,32253
697,last,train,32254
698,last,val,32255
699,last,test,32246
700,last,train,32257
701,last,train,32260
702,last,train,32261
703,meet,train,35511
704,meet,train,35512
705,meet,test,35513
706,meet,train,35516
707,meet,train,35517
708,meet,train,35518
709,meet,val,66112
710,meet,train,35509
711,meet,train,35523
712,pink,train,69430
713,pink,train,42831
714,pink,train,42832
715,pink,val,42833
716,pink,train,42836
717,pink,train,66296
718,pink,train,42829
719,pink,train,42843
720,pink,train,42830
721,pizza,test,69431
722,pizza,val,42977
723,pizza,train,42958
724,pizza,train,42959
725,pizza,test,42960
726,pizza,train,42961
727,pizza,train,66297
728,pizza,val,42962
729,pizza,train,42956
730,pizza,train,42966
731,pizza,train,42967
732,pizza,train,42969
733,play,test,69433
734,play,val,43166
735,play,train,43170
736,play,test,43171
737,play,train,43173
738,play,train,43174
739,play,train,43179
740,play,train,43180
741,play,train,43167
742,play,train,43168
743,play,train,43169
744,school,val,69455
745,school,train,49602
746,school,train,49595
747,school,val,49606
748,school,train,49596
749,school,train,49597
750,school,train,49598
751,school,train,49599
752,school,train,49600
753,secretary,train,50037
754,secretary,train,50038
755,secretary,train,50039
756,secretary,train,50040
757,secretary,test,50041
758,secretary,train,50044
759,secretary,train,50045
760,secretary,train,66441
761,secretary,train,50046
762,secretary,val,50052
763,short,train,51221
764,short,train,51223
765,short,val,51224
766,short,train,51225
767,short,train,51226
768,short,val,51227
769,short,train,66469
770,short,val,51220
771,short,train,51231
772,short,train,51232
773,short,test,51233
774,short,train,51235
775,short,train,51236
776,time,val,69511
777,time,test,58502
778,time,train,58503
779,time,train,66644
780,time,val,58497
781,time,train,58508
782,time,train,58498
783,time,train,58499
784,want,val,69524
785,want,train,62246
786,want,test,62247
787,want,train,62248
788,want,train,62250
789,want,train,62251
790,want,val,62244
791,want,train,62259
792,want,train,62245
793,work,train,63806
794,work,test,63789
795,work,train,63790
796,work,train,63791
797,work,train,63792
798,work,train,63793
799,work,val,63795
800,work,train,66804
801,work,val,63788
802,work,train,63799
803,africa,train,01383
804,africa,train,01384
805,africa,train,01385
806,africa,test,01386
807,africa,train,01387
808,africa,train,01388
809,africa,val,01391
810,africa,train,65029
811,africa,val,01398
812,basketball,test,69225
813,basketball,train,05230
814,basketball,train,05231
815,basketball,val,05232
816,basketball,train,05233
817,basketball,train,05234
818,basketball,train,05238
819,basketball,train,65144
820,basketball,train,65145
821,basketball,train,05229
822,basketball,val,05239
823,basketball,train,05243
824,birthday,train,65192
825,birthday,train,06365
826,birthday,train,06359
827,birthday,train,06371
828,birthday,test,06360
829,birthday,train,06363
830,brown,test,69252
831,brown,train,07963
832,brown,train,07966
833,brown,train,65263
834,brown,train,07960
835,brown,val,07973
836,brown,train,07961
837,brown,train,07962
838,but,test,08429
839,but,train,08431
840,but,train,65278
841,but,train,08424
842,but,train,08437
843,but,test,08425
844,but,val,08426
845,cheat,train,10147
846,cheat,train,10166
847,cheat,train,10148
848,cheat,train,10149
849,cheat,val,65341
850,cheat,val,10151
851,cheat,val,65342
852,cheat,train,10157
853,cheat,train,10158
854,cheat,test,10159
855,city,test,69269
856,city,train,10895
857,city,val,10898
858,city,train,65362
859,city,train,65363
860,city,train,10892
861,city,val,10904
862,city,train,10893
863,city,train,10894
864,cook,train,13158
865,cook,train,13160
866,cook,train,13161
867,cook,train,13167
868,cook,train,13168
869,cook,val,13155
870,cook,train,13156
871,cook,train,13157
872,decide,train,15034
873,decide,train,15035
874,decide,val,15037
875,decide,train,15038
876,decide,train,65449
877,decide,train,65450
878,decide,val,15043
879,decide,train,15032
880,decide,train,15033
881,full,val,65792
882,full,train,23782
883,full,train,23771
884,full,train,23774
885,full,val,23775
886,full,train,23766
887,full,val,23776
888,full,test,23767
889,full,train,23768
890,full,train,23769
891,how,test,69370
892,how,train,28205
893,how,train,28210
894,how,test,28201
895,how,train,28211
896,how,train,28214
897,how,train,28202
898,how,val,28203
899,how,train,28204
900,jacket,val,30849
901,jacket,train,30831
902,jacket,train,30832
903,jacket,val,30833
904,jacket,train,30834
905,jacket,train,30835
906,jacket,train,30840
907,letter,train,66038
908,letter,val,32948
909,letter,train,32949
910,letter,test,32950
911,letter,train,32953
912,letter,train,32954
913,letter,train,32945
914,letter,train,32955
915,letter,train,32959
916,letter,train,32946
917,letter,train,32947
918,medicine,test,66111
919,medicine,train,35454
920,medicine,train,35455
921,medicine,train,35456
922,medicine,train,35458
923,medicine,train,35452
924,medicine,train,35467
925,medicine,train,35453
926,need,train,37886
927,need,train,37881
928,need,train,37894
929,need,val,37882
930,need,train,37883
931,need,train,37884
932,paint,val,40840
933,paint,train,40841
934,paint,train,40834
935,paint,train,40847
936,paint,val,40835
937,paint,train,40836
938,paint,train,40837
939,paper,train,41030
940,paper,train,41032
941,paper,train,41025
942,paper,train,41037
943,paper,train,41026
944,paper,val,41027
945,paper,train,41028
946,paper,train,41029
947,pull,test,69439
948,pull,train,45265
949,pull,val,45267
950,pull,train,66351
951,pull,train,45261
952,pull,train,45273
953,pull,val,45262
954,pull,train,45263
955,pull,train,45264
956,purple,test,69440
957,purple,val,45438
958,purple,train,66355
959,purple,train,45443
960,purple,train,45433
961,purple,train,45434
962,purple,val,45435
963,purple,train,45436
964,right,train,48105
965,right,val,48124
966,right,test,48126
967,right,train,48106
968,right,train,48107
969,right,val,48108
970,right,train,48109
971,right,train,48114
972,right,test,48115
973,same,test,49173
974,same,train,49175
975,same,val,49176
976,same,train,49178
977,same,train,49181
978,same,val,49182
979,same,train,49183
980,same,train,49188
981,same,train,49174
982,son,train,53273
983,son,val,53274
984,son,train,53275
985,son,train,66531
986,son,train,66532
987,son,train,53268
988,son,train,53279
989,son,val,53269
990,son,train,53270
991,son,train,53271
992,tell,test,57278
993,tell,val,57282
994,tell,train,57283
995,tell,train,57284
996,tell,val,57285
997,tell,train,57276
998,tell,train,57286
999,tell,train,57287
1000,tell,train,57291
1001,tell,train,57277
1002,thursday,train,58362
1003,thursday,train,58363
1004,thursday,val,58365
1005,thursday,train,58366
1006,thursday,train,66637
1007,thursday,train,66638
1008,thursday,train,66639
1009,thursday,train,66640
1010,thursday,val,58370
1011,thursday,train,58360
1012,thursday,train,58361
